HGNC_Symbol,log2R_CNA,Z_Score
KIT,1.17546,0
DDR2,1.90362,66.35
YAP1,1.97679,110
AMER1,1.48562,1.31
SLC66A1,0.873011,5.4
DOT1L,1.42247,7.61
CXCR4,0.928149,3.86
EGFR,2.41061,29.72
RAD54B,2.54372,21.14
NSD3,2.51555,55.41
NRAS,1.46887,25.02
NSD1,0.829342,8.95
HSF2,0.0140179,5.79
NSD2,0.904118,22.27
HSF1,2.35412,40.84
HSF4,1.46086,33.16
SPOP,1.45305,35.87
PMS2,2.22828,20.58
RAD54L,1.44054,3.99
CSMD3,2.69201,0.04
PAK3,1.47678,6.28
BID,0.0248662,18.69
SF3B1,0.977103,141.59
PMS1,1.01488,12.5
NPM1,0.829342,1153.38
MAP3K1,1.57931,2.09
CDKN2C,1.44054,43.66
CDKN2A,-7.64386,0.05
H2BC4,1.50622,16.88
SAAL1,1.53826,16.25
WNT7A,0.883681,0
MLH1,0.880485,22.77
TARBP2,0.897331,11.58
DSPP,0.946418,0
WT1,1.53826,0
TTC5,0.969018,8.23
KLHL6,0.981,0.08
NEK10,1.00548,0.49
CTNNB1,0.880485,113.13
CRLF2,2.60318,0.05
FOXA1,0.976026,0.01
PRDM9,1.7486,0
KDM1A,0.873011,27.31
KDM1B,1.50622,14.06
MPL,1.40993,0
ATN1,0.879587,48.37
PRDM2,0.873011,9.55
PRDM1,0.0140179,0.66
IGF1R,0.869222,17.99
STK11,1.42247,18.78
CCND1,1.8381,106.31
CDH1,1.46086,0.08
HCFC1R1,1.4302,13.67
EP300,0.0248662,13.39
ARID2,0.998039,4.98
ROS1,0.0140179,0.01
MEN1,1.44297,15.26
LMO1,1.42201,0
PDGFRB,0.933587,2.98
RNF43,1.43921,0.01
PDGFRA,1.17546,77.67
MAP2K4,1.41835,13.46
MAP2K1,0.869882,28.92
KDM2A,1.8381,50.02
MAP2K2,1.42247,61.97
KDM2B,0.841292,7.07
FBXW7,0.974551,7.41
HGF,2.55067,242.95
TSC1,1.40809,11.75
TLE6,1.42247,3.63
MSH6,0.942472,24.01
MYCL,1.36624,0.2
GPRIN2,0.917392,0
MYCN,0.958224,0.02
SMO,2.33916,8.4
MSH2,0.9307,17.56
CCNE1,1.45686,2.17
TBL1XR1,0.981,25.2
SRSF2,1.43921,102.73
PGR,1.97679,0
ROR2,1.42853,2.12
RAD54L2,0.880485,4.57
RAF1,0.883681,29.39
PPEF1,1.41276,0.08
CARD11,2.22828,0.06
INO80C,0.970429,7.15
NOTCH2,1.46887,44.13
NOTCH3,1.42247,21.96
KMT2D,0.897331,14.92
CSF1R,0.933587,0.07
DNMT1,1.42247,37.3
NOTCH1,1.40809,17.12
CBFB,1.46086,46.48
KMT2C,2.25789,20.37
NOTCH4,1.43939,3.14
ZFP36L1,0.875471,42.69
STK3,2.54372,20.66
UBC,0.841292,436.82
ABL1,1.40809,57.44
SMYD3,1.90691,7.36
SLC38A3,0.880485,0.28
SMAD2,0.908095,39.83
SMAD4,0.908095,44.9
MUC16,1.42247,0
MUC17,2.27042,0
PTCH1,1.42853,17.42
IDH1,0.995427,25.87
IDH2,0.886557,9.67
INHBA,2.31344,0.35
ESR1,-0.0428241,0
PALB2,1.4302,7.03
AICDA,0.88941,0.04
LRP1B,1.02316,0
PTPRD,1.5939,0.21
AFDN,-0.0428241,12.56
LRFN4,1.8381,10.03
CDK6,2.38893,42.11
FES,0.886557,4.28
CDK4,0.993274,83.34
GNAQ,1.54057,25.56
NF1,1.41835,25.14
BCL2,0.895647,0.52
MDM2,0.993274,41.48
GNAS,1.42535,538.51
MDM4,1.85839,24.7
NF2,0.0248662,6.89
FGFR4,0.829342,2.87
FGFR3,0.904118,15.43
MYD88,0.880485,8.37
FGFR2,0.917392,0.94
NFE2L2,0.896207,63.21
FGFR1,2.51555,126.01
KDM5A,0.879587,11.72
ALK,0.932343,0.41
PIWIL1,0.89939,0.01
KDM5B,1.85839,20.42
KDM5C,1.48562,29.24
ZMYND19,1.40809,11.63
FLT3,1.46512,0.03
RASGRF2,0.897253,0.07
PTEN,0.917392,28.27
TNFAIP3,0.0140179,4.68
ADAR,1.82546,123.5
CDC73,2.07332,21.7
AFF2,1.46655,0
RPGR,1.48562,13.13
POLB,2.52333,25.73
FAM166A,1.40809,0.13
CASP8,0.963921,25.68
DNMT3B,1.42535,0.89
POLI,0.895244,16.78
KDM6A,1.48562,9.17
KDM6B,1.41835,11.19
HSP90AA1,0.898109,515.72
TBP,-0.0428241,4.27
ATRX,1.48562,39.03
DNMT3A,0.932343,10.8
AXIN1,1.4302,11.51
HAUS5,1.45686,4.99
ARID1A,0.873011,14.5
ARID1B,-0.0428241,11.28
ETV6,0.88941,13.11
TGFBR2,1.00548,37.38
LATS1,-0.0428241,5.92
TRAF7,1.4302,25.71
DALRD3,0.880485,16.81
LATS2,1.52457,6.3
RASA3,1.45291,45.68
SETBP1,0.913531,4.7
PIK3CA,0.981,8.66
SOS1,1.00676,12.24
MET,2.45911,13.55
LTK,0.880485,8.3
KDM3A,1.01897,22.98
PRKAA1,1.57931,33.56
PRKAA2,1.44054,0.03
KDM3B,0.873591,20.93
SRC,1.42535,17.94
ATP10B,0.913775,15.5
U2AF1,0.876803,57.13
CBL,1.79558,9.48
ACVR1B,0.897331,6.18
AURKC,1.45686,0.46
AURKB,1.41835,14.02
AURKA,1.42535,12.81
TTN,0.896207,0.02
MAPK9,0.829342,14.73
MAPK8,0.917392,19.48
ERBB3,0.993274,0.56
ERBB4,0.995427,4.48
GNA11,1.42247,32.04
ERBB2,1.42501,27.43
DROSHA,1.55768,30.36
PTK2B,2.51555,4.7
HES1,0.889045,19.26
VHL,0.883681,31.92
MUC4,0.889045,0.01
NTRK1,1.82546,0.28
KDM4A,1.40993,15.47
NTRK2,1.54057,26.31
TCF7L2,0.917392,11.03
KDM4B,1.42247,7.88
KDM4C,1.50442,12.24
PRRX1,1.90362,88.28
KDM4D,1.97679,0.88
NTRK3,0.886557,0.01
PTPN11,0.881103,27.71
LYSMD3,0.9989,10.77
MUC5B,1.42201,0.26
KLF4,1.46043,2.73
USH2A,2.00584,0.01
TBX3,0.881103,0.18
MTOR,0.873011,11.23
TSHR,0.902527,0
RAD52,0.879587,12.29
ASXL1,1.42535,40.21
RAD50,0.847117,29.23
RAD51,-0.0461044,2.58
APC,0.969311,4.77
CARM1,1.42247,36.48
KRAS,0.998039,3.86
BCOR,1.48562,7.56
